Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
167960.0,0.230235793025367,1.29003139534859,-1.93326467495776,-0.550922199379016,1.20520986836521,-1.12061561030575,1.03247476805043,0.13828085332249,-1.05264994239333,-0.904787969803049,1.22473037334616,0.808158879745317,0.369014725589151,-0.304040083928694,-0.845762359339486,0.387211174743283,0.442048455168335,0.398746348540874,-0.339186391203893,-0.237686596503617,0.217368028234337,0.520267083747143,0.0239609517190228,0.658276288120572,-0.462733856604747,0.397668002761775,-0.151834447778387,-0.0477391262162838,9.71,0
2869.0,-0.559285721144388,0.258454639644188,2.25115328751498,0.646961434685202,-1.5180100614975,0.599708041844235,-0.920752217669665,0.928466082543877,0.960451171442808,-0.881554810249437,0.135684784319364,1.3368045409428,-0.455550131872432,-0.697131886004549,-2.5497406658484,-0.278061043306627,0.377394128720672,0.271127702678357,0.677677767685725,-0.195962746371013,0.122367185053676,0.634289406932394,0.0282698014654432,0.60003870327445,-0.424085800438382,0.352466365969217,-0.0262900732760201,-0.0208448776528524,25.0,0
42613.0,1.28193810601664,0.283719604456088,0.138015238188393,0.617032777940672,-0.273294284094298,-0.888248711026631,0.019699878546241,-0.131500805583167,0.188276533404864,-0.256485815188264,-0.535343438858455,-0.34412237498994,-0.576908461248273,-0.136899324145985,1.21516048411399,0.623932001826412,-0.0865281361419082,-0.0757707516397576,-0.0568865594414514,-0.125581099812649,-0.321499983515973,-0.966773916318625,0.0957332983782336,-0.0386576474206774,0.234972291592933,0.119665573465375,-0.029109795637903,0.0252308624279187,1.29,0
18252.0,1.08633925046568,0.0856474416188494,0.481804271184482,1.70897694114068,-0.419579030525911,-0.606186868838727,0.0646705200551015,-0.189308254298733,1.73624895621602,-0.449145408990093,0.0060602119817657,-2.63667987128236,0.455076106718543,1.70250438002596,-0.956281544441711,-0.400688243283634,0.781544783640979,-0.109769110017304,-0.225818580398457,-0.140736192954322,-0.25355670856579,-0.479641213803933,-0.123141651425392,0.318876308520077,0.652650003344478,-0.384326056173642,-0.0225405656302719,0.0218728841505216,72.49,0
120253.0,1.89789076150939,-0.0372816788352678,-2.39190460108724,1.06384688729764,1.06129096999647,-0.558035115076972,0.879320026570989,-0.389377339660657,-0.0984352332351849,0.313477088762334,-1.39094339815639,-0.19997686186687,-0.172443327579044,0.829079637309438,0.36190170745814,-0.213309175294185,-0.647009270116718,-0.195573881125295,-0.21351184616837,-0.017539471051199,0.142620761368447,0.225649730354529,-0.157726042039088,0.0234326682683406,0.521762518344874,-0.483306837939745,-0.0580421184259855,-0.0443352184121544,120.4,0
131331.0,-0.583298630723034,0.500869278745333,-0.920082398265372,-1.15407570654223,1.04621193303809,-0.101868508579819,0.887552546144515,0.17694607805648,-0.0044933714336739,-0.368839865859867,0.03161702665947,0.52298245049014,-0.249324094247721,0.522252807804181,-0.836282450709356,0.0372171897951192,-0.776893265091618,0.131054819031141,0.499124108929569,-0.0771053824741572,-0.146955420688543,-0.303640533485954,-0.233649544771629,-0.105006399119723,0.0883733529894178,-0.151732769286202,-0.135935812572902,-0.400475922548322,68.85,0
23334.0,-0.780767297088011,-0.279091470686857,2.07193246689546,-1.58877293114802,-1.30060765059318,1.36772596312478,0.36222183020148,-0.0361283994082588,0.702223685045977,-0.12745656602164,2.35014593195376,-2.71005898858026,1.32834446992541,0.595246079810473,-1.15184489627006,0.926892212380289,0.943809554910395,-1.06744297352571,-0.74638141928872,-0.202111262859009,0.281490463778848,1.39414412153429,-0.19212074017401,-0.29674632318354,-0.490008086330224,-0.298271318354168,-0.102879405733748,-0.193195863139138,224.48,0
90168.0,2.04999916510111,0.0431631247140377,-1.05308238139563,0.406885533781102,0.230751131898867,-0.604822763790575,0.0206347109997042,-0.276791800491221,1.50482071390875,-0.145135118330438,1.65613471153079,-1.1968323454251,2.27330858775517,1.76672944185393,-1.43363018724354,0.148270114784231,0.0182296949617293,-0.0454480963917412,0.375420177044286,-0.206049194957289,-0.406867548583946,-0.796817177034411,0.284131298769642,-0.451534437603186,-0.279806894958046,0.162080461480619,-0.0980008380210669,-0.0791932714595946,1.98,0
119535.0,-4.85607870128231,0.158470755668489,-3.44001354184031,-1.11456747580347,2.11812431217086,-1.18486781316735,2.83563825374426,-1.90482543496504,2.83252924711358,5.35929448999147,1.04809973800702,0.0458105896980924,-0.12813784125247,-1.31439613332232,-0.898140982184099,-0.781416215128366,-1.54590381022226,-0.416594851923839,0.293560535922519,-0.807527383874624,-0.691581666659541,1.73300723982443,0.487425037367312,0.418042728745748,-0.545993256605025,0.4582958997474,-1.38390517483006,1.60785380199063,30.0,0
33790.0,1.21440966105631,0.066744560028925,-0.72000703732337,-0.0024414916145147,0.896660587311606,0.555393358916598,0.319451404992326,0.0230531597250109,-0.430695350149974,0.0289350512408996,0.271993368498201,0.812888849065079,0.844776749066501,0.494194096329355,0.378053728368998,0.412908735790835,-0.88281950926675,-0.335267039721326,0.669340811697768,0.0814150649678554,-0.378176507290452,-1.21090491486805,-0.104931548138527,-1.70371328904623,0.414028554524443,0.250173335468931,-0.0597734190999071,-0.0109102043247931,60.9,0
